"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 28 16:43:28 EST 2023","Thu Dec 28 16:43:32 EST 2023","3541","","User launch dsalgo application and test Home page","","User is on Home page and click on dropdown ""Graph"" without sign in","","User is on Home page and click on dropdown ""Graph"" without sign in",""
"passed","Thu Dec 28 16:45:08 EST 2023","Thu Dec 28 16:45:09 EST 2023","808","","Testing LinkedList page","","User navigated to ""Introduction"" page","","User navigated to ""Introduction"" page",""
"passed","Thu Dec 28 16:46:20 EST 2023","Thu Dec 28 16:46:22 EST 2023","1574","","Graph: Luanch the DS-Algo portal and test Graph module","","The user should be redirected to tryeditor page with run button to test python code","","The user should be redirected to tryeditor page with run button to test python code",""
"passed","Thu Dec 28 16:45:09 EST 2023","Thu Dec 28 16:45:10 EST 2023","878","","Testing LinkedList page","","User navigated to tryEditor page with Run button from Introduction page","","User navigated to tryEditor page with Run button from Introduction page",""
"passed","Thu Dec 28 16:45:18 EST 2023","Thu Dec 28 16:45:19 EST 2023","653","","Testing LinkedList page","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Thu Dec 28 16:45:40 EST 2023","Thu Dec 28 16:45:40 EST 2023","449","","Queue feature","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Thu Dec 28 16:45:32 EST 2023","Thu Dec 28 16:45:33 EST 2023","709","","Stack: Luanch the DS-Algo portal and test Stack module","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Thu Dec 28 16:46:23 EST 2023","Thu Dec 28 16:46:25 EST 2023","2570","","Graph: Luanch the DS-Algo portal and test Graph module","","The user is able to navigate to graph url and click on Practice Questions","","The user is able to navigate to graph url and click on Practice Questions",""
"passed","Thu Dec 28 16:44:33 EST 2023","Thu Dec 28 16:44:39 EST 2023","5964","","Array feature","","The user is able to submit code in tryEditor for Max Consecutive Ones","","The user is able to submit code in tryEditor for Max Consecutive Ones",""
"passed","Thu Dec 28 16:45:55 EST 2023","Thu Dec 28 16:45:56 EST 2023","662","","User tests the Tree page on the Ds algo application","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Thu Dec 28 16:43:56 EST 2023","Thu Dec 28 16:44:02 EST 2023","5327","","DataStructures-Introduction feature","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Thu Dec 28 16:45:22 EST 2023","Thu Dec 28 16:45:23 EST 2023","794","","Testing LinkedList page","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Thu Dec 28 16:44:16 EST 2023","Thu Dec 28 16:44:17 EST 2023","1629","","Array feature","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Thu Dec 28 16:45:44 EST 2023","Thu Dec 28 16:45:45 EST 2023","647","","User tests the Tree page on the Ds algo application","","The user is logged in to DS Algo portal","","The user is logged in to DS Algo portal",""
"passed","Thu Dec 28 16:45:58 EST 2023","Thu Dec 28 16:45:59 EST 2023","451","","User tests the Tree page on the Ds algo application","","The user is able to navigate to ""Types of Binary trees"" Page","","The user is able to navigate to ""Types of Binary trees"" Page",""
"passed","Thu Dec 28 16:46:10 EST 2023","Thu Dec 28 16:46:11 EST 2023","437","","User tests the Tree page on the Ds algo application","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Thu Dec 28 16:44:17 EST 2023","Thu Dec 28 16:44:18 EST 2023","645","","Array feature","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Thu Dec 28 16:46:03 EST 2023","Thu Dec 28 16:46:03 EST 2023","439","","User tests the Tree page on the Ds algo application","","The user is able to navigate to binary tree traversals Page","","The user is able to navigate to binary tree traversals Page",""
"passed","Thu Dec 28 16:45:55 EST 2023","Thu Dec 28 16:45:55 EST 2023","348","","User tests the Tree page on the Ds algo application","","The user is able to navigate to a page having an tryEditor from Traversals-Illustration Page","","The user is able to navigate to a page having an tryEditor from Traversals-Illustration Page",""
"passed","Thu Dec 28 16:46:04 EST 2023","Thu Dec 28 16:46:05 EST 2023","465","","User tests the Tree page on the Ds algo application","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Thu Dec 28 16:46:02 EST 2023","Thu Dec 28 16:46:03 EST 2023","572","","User tests the Tree page on the Ds algo application","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Thu Dec 28 16:45:23 EST 2023","Thu Dec 28 16:45:23 EST 2023","472","","Testing LinkedList page","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Thu Dec 28 16:44:13 EST 2023","Thu Dec 28 16:44:14 EST 2023","1099","","Array feature","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Thu Dec 28 16:45:41 EST 2023","Thu Dec 28 16:45:42 EST 2023","426","","Queue feature","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Thu Dec 28 16:44:11 EST 2023","Thu Dec 28 16:44:12 EST 2023","625","","Array feature","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Thu Dec 28 16:44:53 EST 2023","Thu Dec 28 16:44:54 EST 2023","1086","","Array feature","","The user is presented with error message for code with invalid syntax in tryEditor for Find Numbers with Even Number of Digits","","The user is presented with error message for code with invalid syntax in tryEditor for Find Numbers with Even Number of Digits",""
"passed","Thu Dec 28 16:43:46 EST 2023","Thu Dec 28 16:43:47 EST 2023","959","","Validating Register page","","The user is presented with error message for password too similar to your other personal information","","The user is presented with error message for password too similar to your other personal information",""
"passed","Thu Dec 28 16:43:32 EST 2023","Thu Dec 28 16:43:39 EST 2023","6291","","Validating Register page","","User launch home page of an dsalgo project","","User launch home page of an dsalgo project",""
"passed","Thu Dec 28 16:45:15 EST 2023","Thu Dec 28 16:45:16 EST 2023","600","","Testing LinkedList page","","User navigated to tryEditor page with Run button from Types of Linked List","","User navigated to tryEditor page with Run button from Types of Linked List",""
"passed","Thu Dec 28 16:45:59 EST 2023","Thu Dec 28 16:45:59 EST 2023","336","","User tests the Tree page on the Ds algo application","","The user is able to navigate to a page having an tryEditor from Types of Binary Trees Page","","The user is able to navigate to a page having an tryEditor from Types of Binary Trees Page",""
"passed","Thu Dec 28 16:43:07 EST 2023","Thu Dec 28 16:43:10 EST 2023","3431","","User launch dsalgo application and test Home page","","User is on Home page and click getstarted link ""Graph"" on home page without sign in","","User is on Home page and click getstarted link ""Graph"" on home page without sign in",""
"passed","Thu Dec 28 16:43:53 EST 2023","Thu Dec 28 16:43:54 EST 2023","827","","Validating Login page","","Sign-Out scenario","","Sign-Out scenario",""
"passed","Thu Dec 28 16:46:22 EST 2023","Thu Dec 28 16:46:23 EST 2023","473","","Graph: Luanch the DS-Algo portal and test Graph module","","The user is presented with error message for invalid code in Editor for Graph Representations page","","The user is presented with error message for invalid code in Editor for Graph Representations page",""
"passed","Thu Dec 28 16:44:12 EST 2023","Thu Dec 28 16:44:13 EST 2023","953","","Array feature","","Navigating Arrays Using List page","","Navigating Arrays Using List page",""
"passed","Thu Dec 28 16:44:20 EST 2023","Thu Dec 28 16:44:21 EST 2023","715","","Array feature","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Thu Dec 28 16:45:47 EST 2023","Thu Dec 28 16:45:48 EST 2023","561","","User tests the Tree page on the Ds algo application","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Thu Dec 28 16:44:15 EST 2023","Thu Dec 28 16:44:16 EST 2023","900","","Array feature","","Navigating Basic Operations in Lists page","","Navigating Basic Operations in Lists page",""
"passed","Thu Dec 28 16:42:53 EST 2023","Thu Dec 28 16:42:57 EST 2023","3448","","User launch dsalgo application and test Home page","","User is on Home page and click getstarted link ""Linkedlist"" on home page without sign in","","User is on Home page and click getstarted link ""Linkedlist"" on home page without sign in",""
"passed","Thu Dec 28 16:46:13 EST 2023","Thu Dec 28 16:46:13 EST 2023","597","","User tests the Tree page on the Ds algo application","","The user validating ""Practice Questions"" page","","The user validating ""Practice Questions"" page",""
"passed","Thu Dec 28 16:45:50 EST 2023","Thu Dec 28 16:45:51 EST 2023","548","","User tests the Tree page on the Ds algo application","","The user is able to navigate to ""Types of Trees"" Page","","The user is able to navigate to ""Types of Trees"" Page",""
"passed","Thu Dec 28 16:43:45 EST 2023","Thu Dec 28 16:43:46 EST 2023","869","","Validating Register page","","The user is presented with error message for password with only numbers","","The user is presented with error message for password with only numbers",""
"passed","Thu Dec 28 16:45:12 EST 2023","Thu Dec 28 16:45:13 EST 2023","597","","Testing LinkedList page","","User navigated to tryEditor page with Run button from Creating a Linked List page","","User navigated to tryEditor page with Run button from Creating a Linked List page",""
"passed","Thu Dec 28 16:46:05 EST 2023","Thu Dec 28 16:46:05 EST 2023","438","","User tests the Tree page on the Ds algo application","","The user is able to navigate to Implementation of Binary Trees Page","","The user is able to navigate to Implementation of Binary Trees Page",""
"passed","Thu Dec 28 16:45:58 EST 2023","Thu Dec 28 16:45:58 EST 2023","422","","User tests the Tree page on the Ds algo application","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Thu Dec 28 16:45:13 EST 2023","Thu Dec 28 16:45:14 EST 2023","640","","Testing LinkedList page","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Thu Dec 28 16:43:21 EST 2023","Thu Dec 28 16:43:24 EST 2023","3413","","User launch dsalgo application and test Home page","","User is on Home page and click on dropdown ""Queue"" without sign in","","User is on Home page and click on dropdown ""Queue"" without sign in",""
"passed","Thu Dec 28 16:45:44 EST 2023","Thu Dec 28 16:45:44 EST 2023","387","","Queue feature","","The user is able to click and navigate to Practice Questions","","The user is able to click and navigate to Practice Questions",""
"passed","Thu Dec 28 16:43:41 EST 2023","Thu Dec 28 16:43:42 EST 2023","1023","","Validating Register page","","The user is presented with error message for invalid username","","The user is presented with error message for invalid username",""
"passed","Thu Dec 28 16:43:47 EST 2023","Thu Dec 28 16:43:48 EST 2023","954","","Validating Register page","","The user is presented with error message for commonly used password","","The user is presented with error message for commonly used password",""
"passed","Thu Dec 28 16:45:24 EST 2023","Thu Dec 28 16:45:24 EST 2023","425","","Testing LinkedList page","","User navigated to tryEditor page with Run button from Deletion page","","User navigated to tryEditor page with Run button from Deletion page",""
"passed","Thu Dec 28 16:43:24 EST 2023","Thu Dec 28 16:43:28 EST 2023","3468","","User launch dsalgo application and test Home page","","User is on Home page and click on dropdown ""Tree"" without sign in","","User is on Home page and click on dropdown ""Tree"" without sign in",""
"passed","Thu Dec 28 16:45:29 EST 2023","Thu Dec 28 16:45:30 EST 2023","488","","Stack: Luanch the DS-Algo portal and test Stack module","","The user is able to navigate to ""Implementation"" Page","","The user is able to navigate to ""Implementation"" Page",""
"passed","Thu Dec 28 16:45:37 EST 2023","Thu Dec 28 16:45:38 EST 2023","657","","Queue feature","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Thu Dec 28 16:46:00 EST 2023","Thu Dec 28 16:46:01 EST 2023","470","","User tests the Tree page on the Ds algo application","","The user is able to navigate to Implementation in Python Page","","The user is able to navigate to Implementation in Python Page",""
"passed","Thu Dec 28 16:45:39 EST 2023","Thu Dec 28 16:45:39 EST 2023","562","","Queue feature","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Thu Dec 28 16:45:26 EST 2023","Thu Dec 28 16:45:27 EST 2023","598","","Stack: Luanch the DS-Algo portal and test Stack module","","The user is logged in to DS Algo portal","","The user is logged in to DS Algo portal",""
"passed","Thu Dec 28 16:45:37 EST 2023","Thu Dec 28 16:45:37 EST 2023","620","","Queue feature","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Thu Dec 28 16:46:12 EST 2023","Thu Dec 28 16:46:13 EST 2023","453","","User tests the Tree page on the Ds algo application","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Thu Dec 28 16:44:41 EST 2023","Thu Dec 28 16:44:41 EST 2023","912","","Array feature","","The user is able to navigate to Question page from Find Numbers with Even Number of Digits","","The user is able to navigate to Question page from Find Numbers with Even Number of Digits",""
"passed","Thu Dec 28 16:46:08 EST 2023","Thu Dec 28 16:46:09 EST 2023","744","","User tests the Tree page on the Ds algo application","","The user is able to navigate to ""Binary Search Trees"" Page","","The user is able to navigate to ""Binary Search Trees"" Page",""
"passed","Thu Dec 28 16:45:51 EST 2023","Thu Dec 28 16:45:52 EST 2023","601","","User tests the Tree page on the Ds algo application","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Thu Dec 28 16:45:24 EST 2023","Thu Dec 28 16:45:25 EST 2023","625","","Testing LinkedList page","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
"passed","Thu Dec 28 16:45:33 EST 2023","Thu Dec 28 16:45:34 EST 2023","494","","Stack: Luanch the DS-Algo portal and test Stack module","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Thu Dec 28 16:43:32 EST 2023","Thu Dec 28 16:43:32 EST 2023","362","","User launch dsalgo application and test Home page","","User is on Home page and click on sign in","","User is on Home page and click on sign in",""
"passed","Thu Dec 28 16:44:28 EST 2023","Thu Dec 28 16:44:28 EST 2023","760","","Array feature","","The user is able to navigate to Question page from Max Consecutive Ones","","The user is able to navigate to Question page from Max Consecutive Ones",""
"passed","Thu Dec 28 16:45:45 EST 2023","Thu Dec 28 16:45:46 EST 2023","1332","","User tests the Tree page on the Ds algo application","","The user is directed to ""Tree"" Page","","The user is directed to ""Tree"" Page",""
"passed","Thu Dec 28 16:45:56 EST 2023","Thu Dec 28 16:45:56 EST 2023","552","","User tests the Tree page on the Ds algo application","","The user is presented with error message for invalid code in Editor for Graph page","","The user is presented with error message for invalid code in Editor for Graph page",""
"passed","Thu Dec 28 16:45:01 EST 2023","Thu Dec 28 16:45:06 EST 2023","5440","","Array feature","","The user is able to submit code in tryEditor for Squares of a Sorted Array","","The user is able to submit code in tryEditor for Squares of a Sorted Array",""
"passed","Thu Dec 28 16:46:17 EST 2023","Thu Dec 28 16:46:18 EST 2023","690","","Graph: Luanch the DS-Algo portal and test Graph module","","The user is able to run code in Editor for Graph page","","The user is able to run code in Editor for Graph page",""
